url,status,final_url,final_status,redirect_hops,redirect_loop,too_many_redirects,redirect_chain,error,found_on_count,found_on
https://www.brickinstructionsforyou.com/lego-instructions/11382-icons-set-11382-coming-soon/,301,https://www.brickinstructionsforyou.com/lego-instructions/11382-icons-set-11382-coming-soon/,301,2,True,False,https://www.brickinstructionsforyou.com/lego-instructions/11382-icons-hubble-space-telescope/ -> https://www.brickinstructionsforyou.com/lego-instructions/11382-icons-set-11382-coming-soon/,,7,SITEMAP | https://www.brickinstructionsforyou.com/2026/icons/ | https://www.brickinstructionsforyou.com/lego-instructions/10341-icons-nasa-artemis-space-launch-system/ | https://www.brickinstructionsforyou.com/lego-instructions/10360-icons-shuttle-carrier-aircraft/ | https://www.brickinstructionsforyou.com/lego-instructions/11381-icons-set-11381-coming-soon/ | https://www.brickinstructionsforyou.com/lego-instructions/11383-icons-set-11383-coming-soon/ | https://www.brickinstructionsforyou.com/themes/icons/
https://www.brickinstructionsforyou.com/lego-instructions/2023-city-all-calendars-city-star-wars-marvel-friends-harry-potter/,301,https://www.brickinstructionsforyou.com/lego-instructions/bauble-gear-christmas-bauble-2023/,404,1,False,False,https://www.brickinstructionsforyou.com/lego-instructions/bauble-gear-christmas-bauble-2023/,,10,https://www.brickinstructionsforyou.com/2023/city/ | https://www.brickinstructionsforyou.com/lego-instructions/11987-city-world-builder-parts/ | https://www.brickinstructionsforyou.com/lego-instructions/12010-city-world-builder-parts/ | https://www.brickinstructionsforyou.com/lego-instructions/12011-city-world-builder-parts/ | https://www.brickinstructionsforyou.com/lego-instructions/l0002220-city-police-officer-with-snowmobile/ | https://www.brickinstructionsforyou.com/lego-instructions/l0002221-city-construction-worker-with-bulldozer/ | https://www.brickinstructionsforyou.com/lego-instructions/l0002222-city-stunt-rider-with-motorcycle/ | https://www.brickinstructionsforyou.com/lego-instructions/l0002223-city-sweeper/ | https://www.brickinstructionsforyou.com/lego-instructions/l0002224-city-firefighter-and-robot/ | https://www.brickinstructionsforyou.com/themes/city/
https://www.brickinstructionsforyou.com/lego-instructions/30730-pokemon-trainer-supplies/,301,https://www.brickinstructionsforyou.com/lego-instructions/30730-pokemon-trainer-supplies/,301,2,True,False,https://www.brickinstructionsforyou.com/lego-instructions/30730-pokemon-training-supplies/ -> https://www.brickinstructionsforyou.com/lego-instructions/30730-pokemon-trainer-supplies/,,8,SITEMAP | https://www.brickinstructionsforyou.com/2026/pokemon/ | https://www.brickinstructionsforyou.com/lego-instructions/30729-pokemon-premier-ball/ | https://www.brickinstructionsforyou.com/lego-instructions/40868-pokemon-up-scaled-red-minifigure/ | https://www.brickinstructionsforyou.com/lego-instructions/40887-pokemon-ditto-as-squirtle-movie-night/ | https://www.brickinstructionsforyou.com/lego-instructions/40892-pokemon-kanto-region-badge-collection/ | https://www.brickinstructionsforyou.com/lego-instructions/40911-pokemon-mini-pokemon-centre/ | https://www.brickinstructionsforyou.com/themes/pokemon/
https://www.brickinstructionsforyou.com/lego-instructions/31392-creator-music-decor-piano/,301,https://www.brickinstructionsforyou.com/lego-instructions/31392-creator-music-decor-piano/,301,2,True,False,https://www.brickinstructionsforyou.com/lego-instructions/31392-creator-music-d-cor-piano/ -> https://www.brickinstructionsforyou.com/lego-instructions/31392-creator-music-decor-piano/,,13,SITEMAP | https://www.brickinstructionsforyou.com/2026/creator/ | https://www.brickinstructionsforyou.com/latest/ | https://www.brickinstructionsforyou.com/lego-instructions/31386-creator-wild-animals-majestic-lion/ | https://www.brickinstructionsforyou.com/lego-instructions/31387-creator-iconic-pirate-ship/ | https://www.brickinstructionsforyou.com/lego-instructions/31388-creator-wild-animals-family-of-koalas/ | https://www.brickinstructionsforyou.com/lego-instructions/31389-creator-iconic-ferris-wheel/ | https://www.brickinstructionsforyou.com/lego-instructions/31390-creator-floral-art-painting/ | https://www.brickinstructionsforyou.com/lego-instructions/31391-creator-fashion-bag-with-storage/ | https://www.brickinstructionsforyou.com/lego-instructions/31393-creator-forest-animals-grey-wolf/ | https://www.brickinstructionsforyou.com/lego-instructions/40562-creator-mystic-witch/ | https://www.brickinstructionsforyou.com/lego-instructions/40691-creator-mythical-pegasus/ | https://www.brickinstructionsforyou.com/themes/creator/
https://www.brickinstructionsforyou.com/lego-instructions/42238-technic-ducati-desmo450-mx-factory-motorcycle/,301,https://www.brickinstructionsforyou.com/lego-instructions/42238-technic-ducati-desmo-450-mx-factory-motorcycle/,404,1,False,False,https://www.brickinstructionsforyou.com/lego-instructions/42238-technic-ducati-desmo-450-mx-factory-motorcycle/,,5,SITEMAP | https://www.brickinstructionsforyou.com/2026/technic/ | https://www.brickinstructionsforyou.com/lego-instructions/42236-technic-custom-garage-ford-gt-mustang/ | https://www.brickinstructionsforyou.com/lego-instructions/42239-technic-batmobile-tumbler/ | https://www.brickinstructionsforyou.com/themes/technic/
https://www.brickinstructionsforyou.com/lego-instructions/a524-speed-champions-77248-bwt-alpine-f1-team-formula-1/,404,https://www.brickinstructionsforyou.com/lego-instructions/a524-speed-champions-77248-bwt-alpine-f1-team-formula-1/,404,0,False,False,,,9,https://www.brickinstructionsforyou.com/2025/ | https://www.brickinstructionsforyou.com/2025/speed-champions/ | https://www.brickinstructionsforyou.com/lego-instructions/30434-speed-champions-aston-martin-valkyrie-amr-pro/ | https://www.brickinstructionsforyou.com/lego-instructions/30657-speed-champions-mclaren-solus-gt/ | https://www.brickinstructionsforyou.com/lego-instructions/30683-speed-champions-mclaren-formula-1-car/ | https://www.brickinstructionsforyou.com/lego-instructions/30709-speed-champions-ferrari-499p-hypercar/ | https://www.brickinstructionsforyou.com/lego-instructions/30734-speed-champions-mini-f1-academy-car/ | https://www.brickinstructionsforyou.com/lego-instructions/77264-speed-champions-jaguar-f-type-project-7-land-rover-defender-classic/ | https://www.brickinstructionsforyou.com/themes/speed-champions/
https://www.brickinstructionsforyou.com/lego-instructions/bauble-gear-christmas-bauble-2023/,404,https://www.brickinstructionsforyou.com/lego-instructions/bauble-gear-christmas-bauble-2023/,404,0,False,False,,,18,SITEMAP | https://www.brickinstructionsforyou.com/2023/ | https://www.brickinstructionsforyou.com/2023/gear/ | https://www.brickinstructionsforyou.com/lego-instructions/109865-gear-flower-vase/ | https://www.brickinstructionsforyou.com/lego-instructions/6532573-gear-space-sticker/ | https://www.brickinstructionsforyou.com/lego-instructions/6532574-gear-space-sticker/ | https://www.brickinstructionsforyou.com/lego-instructions/6532575-gear-space-sticker/ | https://www.brickinstructionsforyou.com/lego-instructions/6594064-gear-the-lord-of-the-rings-trio-art-print/ | https://www.brickinstructionsforyou.com/lego-instructions/6594065-gear-grogu-paper-headband/ | https://www.brickinstructionsforyou.com/lego-instructions/6594066-gear-greetings-from-kamino-postcard/ | https://www.brickinstructionsforyou.com/lego-instructions/6649954-gear-luke-skywalker-trading-card/ | https://www.brickinstructionsforyou.com/lego-instructions/6649999-gear-star-wars-smart-play-stickers/ | https://www.brickinstructionsforyou.com/lego-instructions/child-gear-child-gold-keychain/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781797234687-gear-tiny-garden/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781837250615-gear-rebuild-activity-cards-celebration/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781837250622-gear-rebuild-activity-cards-animals/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781837250639-gear-rebuild-activity-cards-magic/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781837250646-gear-rebuild-activity-cards-space/
https://www.brickinstructionsforyou.com/lego-instructions/ds2025-miscellaneous-design-seminar-set-2025/,404,https://www.brickinstructionsforyou.com/lego-instructions/ds2025-miscellaneous-design-seminar-set-2025/,404,0,False,False,,,7,SITEMAP | https://www.brickinstructionsforyou.com/2025/ | https://www.brickinstructionsforyou.com/2025/miscellaneous/ | https://www.brickinstructionsforyou.com/lego-instructions/ds2022-miscellaneous-freestyle-design-seminar-2022-polybag/ | https://www.brickinstructionsforyou.com/lego-instructions/ds2023-miscellaneous-cosmic-daydreams/ | https://www.brickinstructionsforyou.com/lego-instructions/ds2024-miscellaneous-the-magic-of-play/ | https://www.brickinstructionsforyou.com/themes/miscellaneous/
https://www.brickinstructionsforyou.com/lego-instructions/fd2023-miscellaneous-family-days-2023-promotional-brick/,404,https://www.brickinstructionsforyou.com/lego-instructions/fd2023-miscellaneous-family-days-2023-promotional-brick/,404,0,False,False,,,6,https://www.brickinstructionsforyou.com/2023/ | https://www.brickinstructionsforyou.com/2023/miscellaneous/ | https://www.brickinstructionsforyou.com/lego-instructions/ds2022-miscellaneous-freestyle-design-seminar-2022-polybag/ | https://www.brickinstructionsforyou.com/lego-instructions/ds2023-miscellaneous-cosmic-daydreams/ | https://www.brickinstructionsforyou.com/lego-instructions/ds2024-miscellaneous-the-magic-of-play/ | https://www.brickinstructionsforyou.com/themes/miscellaneous/
https://www.brickinstructionsforyou.com/lego-instructions/isbn9781780559506-books-star-wars-official-annual-2024/,404,https://www.brickinstructionsforyou.com/lego-instructions/isbn9781780559506-books-star-wars-official-annual-2024/,404,0,False,False,,,16,https://www.brickinstructionsforyou.com/2024/ | https://www.brickinstructionsforyou.com/2024/books/ | https://www.brickinstructionsforyou.com/lego-instructions/5007567-books-christmas-fun/ | https://www.brickinstructionsforyou.com/lego-instructions/5009385-books-easter-and-play/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781718500846-books-the-lighting-book/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781718503809-books-the-builder-s-handbook/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781728296685-books-jurassic-world-complete-dinosauria-a-jurassic-explorer-field-guide/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781780559520-books-dc-super-heroes-batman-vs-harley-quinn/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781780559773-books-harry-potter-magical-year-at-hogwarts/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781797227801-books-botanical-almanac/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781800183506-books-the-secret-life-of-bricks-the-story-of-a-design-icon/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781837251957-books-tiny-pets-corgi/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781837251964-books-tiny-pets-pig/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781837252121-books-tiny-pets-koala/ | https://www.brickinstructionsforyou.com/lego-instructions/isbn9781837252138-books-tiny-pets-panda/ | https://www.brickinstructionsforyou.com/themes/books/
