url,status,final_url,final_status,redirect_hops,redirect_loop,too_many_redirects,redirect_chain,error,found_on_count,found_on
https://www.brickinstructionsforyou.com/lego-instructions/5007958-promotional-i-love-store-battersea-tile/,0,https://www.brickinstructionsforyou.com/lego-instructions/5007958-promotional-i-love-store-battersea-tile/,0,0,False,False,,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1010)>,5,SITEMAP | https://www.brickinstructionsforyou.com/2023/promotional/ | https://www.brickinstructionsforyou.com/lego-instructions/5007942-promotional-car-racing/ | https://www.brickinstructionsforyou.com/lego-instructions/5008064-promotional-red-crowned-cranes/ | https://www.brickinstructionsforyou.com/themes/promotional/
