SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,MinifigNumbers,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,ModelDimension1,ModelDimension2,ModelDimension3,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate,Own,Want,QtyOwned,QtyOwnedNew,QtyOwnedUsed,QtyWanted,WantedPriority,,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,UserNotes
"50976","ISBN9780241719459","1","2025","Book","Books","Miscellaneous","Dorling Kindersley","LEGO Minecraft: Visual Dictionary","X","ISBN9780241719459-1","24.99","19.99","","24.99","","","3","1","MIN259,","{Not specified}","Retail","","","","","25.5","30.7","","","","","","6","","69","130","0","1","X","0","","","","02/10/2025 00:00:00","","X","","1","1","0","0","1","","","","","","","","",""
"52285","ISBN9780593959480","1","2025","Book","Books","Miscellaneous","Dorling Kindersley","LEGO NINJAGO World Builder","X","ISBN9780593959480-1","27.99","","","","","","135","","","{Not specified}","Retail","","","","","","","","","","","","7","","12","27","0","4","X","0","","","","","","X","","1","1","0","0","1","","","","","","","","",""
"51552","ISBN9780593965870","1","2025","Book","Books","Miscellaneous","Dorling Kindersley","LEGO How to Build Everything!","X","ISBN9780593965870-1","24.99","","","","04/07/2025 00:00:00","02/08/2025 00:00:00","","","","{Not specified}","Retail","6609226","","9780593965870","","","","","","","","","7","","11","38","0","3","X","0","","","","","","X","","1","1","0","0","1","","","","","","","","",""
"50771","ISBN9781464231353","1","2025","Book","Books","Miscellaneous","Ameet","Tiny Desert Garden","X","ISBN9781464231353-1","19.99","12.99","","14.99","","","54","","","Box","Retail","","","","","11.1","13.1","5.6","0.181","","","","11","","475","413","0","4","X","0","","","","03/06/2025 00:00:00","","X","","1","1","0","0","1","","","","","","","","",""
"50770","ISBN9781464245367","1","2025","Book","Books","Miscellaneous","Ameet","Tiny Wildflower Bouquet","X","ISBN9781464245367-1","19.99","12.99","","14.99","","","95","","","Box","Retail","","","","","13.1","11.1","5.6","0.176","","","","11","","421","396","0","4","X","0","","","","08/05/2025 00:00:00","","X","","1","1","0","0","1","","","","","","","","",""
"50914","ISBN9781837250974","1","2025","Book","Books","Miscellaneous","Buster Books","LEGO Star Wars: The Force of Creativity","X","ISBN9781837250974-1","","60","","","","","","","","{Not specified}","Retail","","","","","30.5","26","3.8","2.9","","","","18","","30","237","0","0","X","0","","","","24/04/2025 00:00:00","","X","","1","1","0","0","1","","","","","","","","",""
"51071","ISBN9783960809111","1","2025","Book","Books","Miscellaneous","Ameet","LEGO Star Wars: Die Macht der Kreativität","X","ISBN9783960809111-1","","","","70","","","","","","{Not specified}","{Not specified}","","","9783960809111","","30.5","26","3.8","2.9","","","","6","","21","70","0","0","X","0","","","","10/09/2025 00:00:00","","X","","1","1","0","0","1","","","","","","","","",""
"51036","ISBN9798217126040","1","2025","Book","Books","Miscellaneous","Dorling Kindersley","LEGO Minifigure: A Visual History, Updated and Expanded","X","ISBN9798217126040-1","39.99","27.78","","","","","6","1","sp148,","{Not specified}","Retail","","","","","25.2","30.2","","","","","","6","","264","367","0","0","X","3","","","","02/09/2025 00:00:00","","X","","1","1","0","0","1","","","","","","","","",""
"50679","10342","1","2025","Normal","Botanicals","Model making","Botanical Collection","Pretty Pink Flower Bouquet","X","10342-1","59.99","54.99","79.99","59.99","14/11/2024 00:00:00","04/05/2026 00:00:00","749","","","Box","Retail","6526158","6526155","5702017812540","673419403726","26.2","38.2","7.1","0.664","","","","18","","5069","1734","9","10","X","0","42.0800","","","01/01/2025 00:00:00","31/12/2028 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50740","10343","1","2025","Normal","Botanicals","Model making","Botanical Collection","Mini Orchid","X","10343-1","29.99","24.99","39.99","29.99","14/11/2024 00:00:00","04/05/2026 00:00:00","274","","","Box","Retail","6526161","6526159","5702017814643","673419404235","19.1","26.2","6.1","0.349","","","","18","","7662","1690","7","8","X","0","19.6900","21.9900","Wes Talbott,Zio Chao,","01/01/2025 00:00:00","31/12/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50741","10344","1","2025","Normal","Botanicals","Model making","Botanical Collection","Lucky Bamboo","X","10344-1","29.99","24.99","39.99","29.99","14/11/2024 00:00:00","04/05/2026 00:00:00","325","","","Box","Retail","6526164","6526162","5702017814650","673419404242","19.1","26.2","6.1","0.363","","","","18","","7550","1643","7","8","X","0","17.7000","15.0000","Wes Talbott,Zio Chao,","01/01/2025 00:00:00","31/12/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50742","10345","1","2025","Normal","Botanicals","Model making","Botanical Collection","Flower Arrangement","X","10345-1","109.99","94.99","139.99","109.99","14/11/2024 00:00:00","04/05/2026 00:00:00","1161","","","Box","Retail","6530070","6530069","5702017829111","673419408189","35.4","37.8","7.1","1.198","26","31","23","18","","2711","2010","7","10","X","4","91.3600","54.1100","Wes Talbott,","01/02/2025 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51116","10347","1","2025","Normal","Botanicals","Model making","Botanical Collection","Petite Sunny Bouquet","X","10347-1","29.99","24.99","39.99","29.99","20/03/2025 00:00:00","04/05/2026 00:00:00","373","","","Box","Retail","6526167","6526165","5702017814667","673419404044","19.1","26.2","6.1","0.325","22","8","5","9","","3936","1176","4","8","X","0","17.9300","","Theo Bonner,","01/05/2025 00:00:00","31/12/2028 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51112","10348","1","2025","Normal","Botanicals","Model making","Botanical Collection","Japanese Maple Tree","X","10348-1","59.99","54.99","79.99","59.99","23/04/2025 00:00:00","04/05/2026 00:00:00","474","","","Box","Retail","6526169","6526168","5702017814674","673419404259","26.2","38.2","7.1","0.667","24","22","26","18","","4321","2179","7","11","X","4","41.1200","42.2700","Wes Talbott,","01/06/2025 00:00:00","31/12/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51133","10349","1","2025","Normal","Botanicals","Model making","Botanical Collection","Happy Plants","X","10349-1","22.99","17.99","24.99","19.99","23/04/2025 00:00:00","04/05/2026 00:00:00","217","","","Box","Retail","6526171","6526170","5702017814681","673419404266","26.2","14.1","4.8","0.278","","","","9","","6067","1477","32","9","X","14","15.0500","11.0000","Aaron Newman,Pernille Ravn,","01/06/2025 00:00:00","31/12/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51535","10372","1","2025","Normal","Botanicals","Model making","Botanical Collection","Hibiscus","X","10372-1","69.99","59.99","89.99","69.99","03/07/2025 00:00:00","04/05/2026 00:00:00","660","","","Box","Retail","6529393","6529392","5702017824833","673419407625","26.2","38.2","7.1","0.759","36","25","13","18","","2463","2178","7","11","X","0","61.6500","","","01/08/2025 00:00:00","31/12/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51536","10373","1","2025","Normal","Botanicals","Model making","Botanical Collection","Mini Bonsai Trees","X","10373-1","64.99","54.99","79.99","59.99","03/07/2025 00:00:00","04/05/2026 00:00:00","709","","","Box","Retail","6529395","6529394","5702017824840","673419407632","28.2","26.2","5.9","","19","14","10","18","","1846","2127","21","14","X","3","59.4500","","Theo Bonner,Wes Talbott,","01/08/2025 00:00:00","31/07/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51608","10374","1","2025","Normal","Botanicals","Model making","Botanical Collection","Bouquet of Pink Roses","X","10374-1","59.99","54.99","79.99","59.99","02/08/2025 00:00:00","04/05/2026 00:00:00","789","","","Box","Retail","6535644","6535643","5702017864457","673419409711","26","38","7","0.69","","","","18","","1403","1361","21","17","X","0","44.4500","36.7600","","01/10/2025 00:00:00","31/12/2028 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50450","30701","1","2025","Normal","Botanicals","Model making","Botanical Collection","Field Flowers","X","30701-1","4.99","","","3.99","","","77","","","Paper bag","Retail - limited","6527984","6527983","5702017818627","673419406680","17","18","3","0.037","","","","9","","7273","1146","2","4","X","5","4.2500","3.8800","","01/01/2025 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51228","40762","1","2025","Normal","Botanicals","Model making","Botanical Collection","Mixed Flowerpot","X","40762-1","","","","","","","253","","","Box","LEGO exclusive","6530181","6530180","5702017830223","673419408684","20.5","19.1","6.1","0.239","20","10","11","18","","2885","1338","2","3","X","0","37.5100","22.0700","Theo Bonner,","12/03/2025 00:00:00","31/07/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"52080","66809","1","2025","Collection","Botanicals","Model making","Product Collection","Evergreen Collector's Set","X","66809-1","59.99","","","","","","599","","","Box","Retail - limited","","","","","","","","","","","","18","","137","174","0","1","X","0","","","","01/10/2025 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51595","40760","1","2025","Normal","BrickHeadz","Licensed","Fortnite","Adventure Peely & Cuddle Team Leader","X","40760-1","","","","","","","258","","","Box","LEGO exclusive","6530177","6530176","5702017830209","673419408660","19.1","14.1","7.1","0.272","","","","10","","2660","267","4","5","X","0","18.8400","14.9900","","01/08/2025 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
